leading_item_id,following_item_id,value
BSRMSVTC,NZKBIBNU,456544
BSRMSVTC,OGAFEHLU,100183
BSRMSVTC,OKMBFVKS,2031071
BSRMSVTC,OXKURKXR,235163
BSRMSVTC,PYZMVUWD,125966
BSRMSVTC,QJQJSWFU,255221
BSRMSVTC,QKXNTIIB,1476726
BSRMSVTC,RJGPVEXX,896874
BSRMSVTC,ROACSLMG,2374374
BSRMSVTC,SAHWCZNH,1793844
BSRMSVTC,STZDBITS,22410607
BSRMSVTC,TGOELCAG,329894
BSRMSVTC,UGEQLMXM,321176
BSRMSVTC,UIFPPCLR,229085
BSRMSVTC,VMAQSTJE,112529
BSRMSVTC,VWMBASNE,245479
BSRMSVTC,WPQXWHYO,11814816
BSRMSVTC,XIFHSOWQ,154537
BSRMSVTC,XUOIQPFL,2130738
BSRMSVTC,ZGJXVMNI,2526718
BSRMSVTC,ZKENOUDA,579679
BTMOEMEP,APQGTRMF,133029
BTMOEMEP,ATLDMDBO,44108247
BTMOEMEP,AXULOHBQ,173658
BTMOEMEP,BEZYMBBT,3033673
BTMOEMEP,BLANHGYY,153324
BTMOEMEP,BSRMSVTC,454431
BTMOEMEP,BUZIIBYG,14439354
BTMOEMEP,DBWLZWNK,247864
BTMOEMEP,DEWLVASR,618089
BTMOEMEP,DNMPSKTB,4829057
BTMOEMEP,EVBVXETX,4882406
BTMOEMEP,FDXPMYGF,114809
BTMOEMEP,FRHNWLNI,873798
BTMOEMEP,GYHKIVQT,19790274
BTMOEMEP,HXYSSRXE,4758580
BTMOEMEP,IGDVVKUD,112457
BTMOEMEP,JBVHSUWY,466627
BTMOEMEP,JERHKLYW,207464
BTMOEMEP,JPBRUTWP,5643880
BTMOEMEP,KJNSOAHR,14596557
BTMOEMEP,LPHPPJUG,1398849
BTMOEMEP,LRVGFDFM,2037821
BTMOEMEP,LUENUFGA,3550882
BTMOEMEP,OGAFEHLU,93224
BTMOEMEP,OKMBFVKS,1994178
BTMOEMEP,OXKURKXR,187440
BTMOEMEP,QRKRBYJL,2290955
BTMOEMEP,QVLMOEYE,1038041
BTMOEMEP,RAWUKQMJ,3823619
BTMOEMEP,RCBZUSIM,100732
BTMOEMEP,RJGPVEXX,847685
BTMOEMEP,ROACSLMG,2252225
BTMOEMEP,SAHWCZNH,1856944
BTMOEMEP,SDWAYPIK,5853010
BTMOEMEP,SUOYXCHP,128322
BTMOEMEP,UGEQLMXM,271593
BTMOEMEP,UIFPPCLR,209737
BTMOEMEP,UXSPKBJR,572547
BTMOEMEP,VBYCLTYZ,597684
BTMOEMEP,WBLJNPZQ,258076
BTMOEMEP,WQMVCOEM,89247
BTMOEMEP,XIIEJNEE,119792
BTMOEMEP,XUOIQPFL,2108986
BTMOEMEP,ZGJXVMNI,2508208
BTMOEMEP,ZKENOUDA,584068
BUZIIBYG,AXULOHBQ,172537
BUZIIBYG,BJALXPFS,338370
BUZIIBYG,BTMOEMEP,14906342
BUZIIBYG,DJBLNPNC,92011
BUZIIBYG,EVBVXETX,4889462
BUZIIBYG,FDXPMYGF,90873
BUZIIBYG,FRHNWLNI,858075
BUZIIBYG,FWUCPMMW,78022
BUZIIBYG,IGDVVKUD,122564
BUZIIBYG,JSLXRQOK,119140
BUZIIBYG,KAGJCHMR,192129
BUZIIBYG,KEUWZRKO,522015
BUZIIBYG,LUENUFGA,3552832
BUZIIBYG,OKMBFVKS,2100360
BUZIIBYG,RCBZUSIM,113473
BUZIIBYG,RJGPVEXX,738969
BUZIIBYG,SAHWCZNH,1864451
BUZIIBYG,SNHYOVBM,397510
BUZIIBYG,TGOELCAG,399180
BUZIIBYG,UXSPKBJR,568840
BUZIIBYG,WHPUAOID,138913
BUZIIBYG,WPQXWHYO,11669602
BUZIIBYG,WQMVCOEM,106507
BUZIIBYG,XMKRPGLB,1156468
BUZIIBYG,ZXERAXWP,135732
CCLHWFWF,AHMDUILJ,246446
CCLHWFWF,BUZIIBYG,14431933
CCLHWFWF,DBWLZWNK,236231
CCLHWFWF,DEWLVASR,621681
CCLHWFWF,DUCMGGNW,902796
CCLHWFWF,FCYBOAXC,104895623
CCLHWFWF,FITUEHWN,177752
CCLHWFWF,FQCLOEXA,2069265
CCLHWFWF,FWUCPMMW,82364
CCLHWFWF,HCDTGMST,196010
CCLHWFWF,JBVHSUWY,437154
CCLHWFWF,JPBRUTWP,5639317
CCLHWFWF,JSLXRQOK,86682
CCLHWFWF,KEUWZRKO,489256
CCLHWFWF,LRVGFDFM,2039619
CCLHWFWF,LSOIUSXD,281221
CCLHWFWF,LTOYKIML,494898
CCLHWFWF,NZKBIBNU,344765
CCLHWFWF,OGAFEHLU,68870
CCLHWFWF,QKXNTIIB,1407178
CCLHWFWF,QVLMOEYE,1021269
CCLHWFWF,SDWAYPIK,5885947
CCLHWFWF,STZDBITS,22461624
CCLHWFWF,SUOYXCHP,187782
CCLHWFWF,UGEQLMXM,256060
CCLHWFWF,VBYCLTYZ,584719
CCLHWFWF,VUAFAIYJ,929288
CCLHWFWF,VWMBASNE,140959
CCLHWFWF,WBLJNPZQ,322230
CCLHWFWF,WHPUAOID,100991
CCLHWFWF,XIPPENFQ,309552
CCLHWFWF,XUOIQPFL,2177322
CCLHWFWF,ZCELVYQU,307315
DBWLZWNK,AHMDUILJ,232607
DBWLZWNK,APQGTRMF,145548
DBWLZWNK,ATLDMDBO,44143388
DBWLZWNK,AXULOHBQ,170073
DBWLZWNK,BEZYMBBT,3042207
DBWLZWNK,BJALXPFS,293938
DBWLZWNK,BLANHGYY,187291
DBWLZWNK,BTMOEMEP,14943377
DBWLZWNK,DEWLVASR,653926
DBWLZWNK,DJBLNPNC,135772
DBWLZWNK,DNMPSKTB,4869080
DBWLZWNK,DUCMGGNW,867081
DBWLZWNK,ELQGMQWE,906698
DBWLZWNK,EVBVXETX,4898349
DBWLZWNK,FQCLOEXA,2233101
DBWLZWNK,FRHNWLNI,892988
DBWLZWNK,FWUCPMMW,134082
DBWLZWNK,GYHKIVQT,19822150
DBWLZWNK,HXYSSRXE,4791423
DBWLZWNK,IGDVVKUD,139702
DBWLZWNK,JBVHSUWY,488523
DBWLZWNK,JPBRUTWP,5683922
DBWLZWNK,JSLXRQOK,147184
DBWLZWNK,KJNSOAHR,14603421
DBWLZWNK,LPHPPJUG,1382596
DBWLZWNK,LRVGFDFM,2058537
DBWLZWNK,LSOIUSXD,359632
DBWLZWNK,NAQIHUKZ,141290
DBWLZWNK,NZKBIBNU,372246
DBWLZWNK,OKMBFVKS,2020897
DBWLZWNK,OXKURKXR,216336
DBWLZWNK,QRKRBYJL,2305357
DBWLZWNK,QVLMOEYE,1045425
DBWLZWNK,RAWUKQMJ,3869033
DBWLZWNK,RCBZUSIM,114392
DBWLZWNK,ROACSLMG,2271220
DBWLZWNK,SDWAYPIK,5899891
DBWLZWNK,UIFPPCLR,241252
DBWLZWNK,UQYUIVVR,7619768
DBWLZWNK,UXSPKBJR,594116
DBWLZWNK,VBYCLTYZ,628286
DBWLZWNK,VWMBASNE,233847
DBWLZWNK,WHPUAOID,160933
DBWLZWNK,WQMVCOEM,138188
DBWLZWNK,XMKRPGLB,1098855
DBWLZWNK,XUOIQPFL,2155962
DBWLZWNK,YSYHGLQK,230331
DBWLZWNK,ZGJXVMNI,2521294
DBWLZWNK,ZXERAXWP,249774
DDEXPPXU,AHMDUILJ,238862
DDEXPPXU,APQGTRMF,267447
DDEXPPXU,BJALXPFS,370356
DDEXPPXU,BUZIIBYG,14466776
DDEXPPXU,DEWLVASR,552216
DDEXPPXU,EVBVXETX,4895025
DDEXPPXU,FRHNWLNI,901322
DDEXPPXU,FTSVTTSR,325877
DDEXPPXU,GKQIJYDH,8014725
DDEXPPXU,JERHKLYW,245805
DDEXPPXU,JSLXRQOK,143875
DDEXPPXU,KJNSOAHR,14541146
DDEXPPXU,NZKBIBNU,368621
DDEXPPXU,OJIFIHMZ,3039659
DDEXPPXU,QJQJSWFU,336941
DDEXPPXU,RCBZUSIM,142655
DDEXPPXU,ZCELVYQU,328579
DDEXPPXU,ZKENOUDA,491002
DEWLVASR,AANGBULD,612835
DEWLVASR,APQGTRMF,275072
DEWLVASR,ATLDMDBO,44238053
DEWLVASR,BEZYMBBT,3147619
DEWLVASR,BTMOEMEP,15044562
DEWLVASR,DBWLZWNK,360578
DEWLVASR,DNMPSKTB,4960648
DEWLVASR,DUCMGGNW,956070
DEWLVASR,ELQGMQWE,796683
DEWLVASR,EVBVXETX,4901414
DEWLVASR,FCYBOAXC,104958023
DEWLVASR,FITUEHWN,202315
DEWLVASR,FQCLOEXA,2139534
DEWLVASR,FTSVTTSR,305184
DEWLVASR,GKQIJYDH,7942937
DEWLVASR,GYHKIVQT,19944686
DEWLVASR,HXYSSRXE,4877916
DEWLVASR,JBVHSUWY,572391
DEWLVASR,JPBRUTWP,5784820
DEWLVASR,KJNSOAHR,14501249
DEWLVASR,LLHREMKS,176872
DEWLVASR,LTOYKIML,574974
DEWLVASR,LUENUFGA,3574488
DEWLVASR,MBSBZBXA,4688875
DEWLVASR,OGAFEHLU,216423
DEWLVASR,OKMBFVKS,2145401
DEWLVASR,QJQJSWFU,334862
DEWLVASR,QRKRBYJL,2414362
DEWLVASR,QVLMOEYE,1174750
DEWLVASR,RAWUKQMJ,3965601
DEWLVASR,RJGPVEXX,794387
DEWLVASR,SDWAYPIK,6003684
DEWLVASR,UGEQLMXM,386846
DEWLVASR,UIFPPCLR,331884
DEWLVASR,UQYUIVVR,7554583
DEWLVASR,VBYCLTYZ,736958
DEWLVASR,VMAQSTJE,267712
DEWLVASR,VWMBASNE,320656
DEWLVASR,WPQXWHYO,11684327
DEWLVASR,XIFHSOWQ,256701
DEWLVASR,XIPPENFQ,340376
DEWLVASR,XUOIQPFL,2248193
DEWLVASR,ZCELVYQU,303694
DEWLVASR,ZGJXVMNI,2431286
DEWLVASR,ZKENOUDA,465294
DEWLVASR,ZXERAXWP,136695
DJBLNPNC,APQGTRMF,172120
DJBLNPNC,AXULOHBQ,162889
DJBLNPNC,BJALXPFS,287514
DJBLNPNC,BLANHGYY,145921
DJBLNPNC,BSRMSVTC,434810
DJBLNPNC,CCLHWFWF,15688050
DJBLNPNC,DNMPSKTB,4875400
DJBLNPNC,DUCMGGNW,862383
DJBLNPNC,FDXPMYGF,77013
DJBLNPNC,FRHNWLNI,888611
DJBLNPNC,HXYSSRXE,4800375
DJBLNPNC,JBVHSUWY,508902
DJBLNPNC,LPHPPJUG,1371935
DJBLNPNC,LRVGFDFM,2084456
DJBLNPNC,MBSBZBXA,4673008
DJBLNPNC,OJIFIHMZ,3061216
DJBLNPNC,QJQJSWFU,328393
DJBLNPNC,ROACSLMG,2390633
DJBLNPNC,SUOYXCHP,115746
DJBLNPNC,UQYUIVVR,7525023
DJBLNPNC,UXSPKBJR,597545
DJBLNPNC,WBLJNPZQ,281616
DJBLNPNC,WHPUAOID,134091
DJBLNPNC,WQMVCOEM,112669
DNMPSKTB,AANGBULD,701212
DNMPSKTB,APQGTRMF,140662
DNMPSKTB,ATLDMDBO,44108010
DNMPSKTB,AXULOHBQ,166265
DNMPSKTB,BEZYMBBT,3042641
DNMPSKTB,BLANHGYY,189330
DNMPSKTB,BSRMSVTC,467069
DNMPSKTB,BTMOEMEP,14947696
DNMPSKTB,DBWLZWNK,260244
DNMPSKTB,DDEXPPXU,234889
DNMPSKTB,DEWLVASR,670180
DNMPSKTB,ELQGMQWE,903429
DNMPSKTB,EVBVXETX,5012263
DNMPSKTB,FQCLOEXA,2241731
DNMPSKTB,GYHKIVQT,19796264
DNMPSKTB,HXYSSRXE,4775199
DNMPSKTB,IGDVVKUD,136910
DNMPSKTB,JBVHSUWY,478754
DNMPSKTB,JERHKLYW,209120
DNMPSKTB,JPBRUTWP,5650729
DNMPSKTB,KJNSOAHR,14614640
DNMPSKTB,LPHPPJUG,1401874
DNMPSKTB,LRVGFDFM,2033344
DNMPSKTB,LSOIUSXD,370946
DNMPSKTB,MBSBZBXA,4751420
DNMPSKTB,NZKBIBNU,467843
DNMPSKTB,OGAFEHLU,78614
DNMPSKTB,OKMBFVKS,1988726
DNMPSKTB,OXKURKXR,195496
DNMPSKTB,PYZMVUWD,116590
DNMPSKTB,QJQJSWFU,240434
DNMPSKTB,QRKRBYJL,2279730
DNMPSKTB,QVLMOEYE,1031507
DNMPSKTB,RAWUKQMJ,3849156
DNMPSKTB,RCBZUSIM,112825
DNMPSKTB,RJGPVEXX,888021
DNMPSKTB,SDWAYPIK,5855630
DNMPSKTB,UGEQLMXM,270259
DNMPSKTB,UIFPPCLR,223203
DNMPSKTB,UQYUIVVR,7628490
DNMPSKTB,VBYCLTYZ,613869
DNMPSKTB,VMAQSTJE,146615
DNMPSKTB,VWMBASNE,210191
DNMPSKTB,WBLJNPZQ,274419
DNMPSKTB,WPQXWHYO,11772374
DNMPSKTB,XIFHSOWQ,176094
DNMPSKTB,XIIEJNEE,144645
DNMPSKTB,XUOIQPFL,2101863
DNMPSKTB,ZGJXVMNI,2543387
DNMPSKTB,ZKENOUDA,618089
DNMPSKTB,ZXERAXWP,250948
